ROWID,Country,State LGD Code,State,District LGD Code,District,Year,Ground Water Station Name,Ground Water Station Latitude,Ground Water Station Longitude,Amount of Arsenic,Amount of carbonate,Amount of Calcium,Amount of Chloride,Amount of Electrical Conductivity,Amount of Fluorine,Amount of Iron,Amount of Hydrogencarbonate,Amount of Potassium,Amount of Magnesium,Amount of Nitrate,Amount of Sodium,Percentage of Sodium,Amount of Phosphate Ion,Amount of Residual Sodium Carbonate,Amount of Sodium absorption ratio,Amount of Sulfate,Amount of Silicon dioxide,Amount of Hardness Total,Amount of Alkalinity Total,Amount of Total Dissolved Solids,Amount of Potential of Hydrogen,Mark for Deletion
135014,India,28,Andhra Pradesh,502,Anantapur,2013,Guntakal1,15.16805556,77.37638889,,,,,,,,,,,,,,,,,,,,,,,No
135015,India,28,Andhra Pradesh,502,Anantapur,2013,Guntakal2,15.16805556,77.37638889,,,40,347,2410,0.29,,360,270,55.97,220,244,,,,5.84,141,,330,295.1,,7.99,No
135016,India,28,Andhra Pradesh,502,Anantapur,2013,Ingaluru,14.04722222,78.03888889,,18,92,369,2654,0.31,,714,300,48.74,99,260,,,7.4,5.45,131,,430,615.3,,8.37,No
135017,India,28,Andhra Pradesh,502,Anantapur,2013,Kadiri - Pz,0,0,,,,,,,,,,,,,,,,,,,,,,,No
135018,India,28,Andhra Pradesh,502,Anantapur,2013,Kalyandurg,14.54666667,77.11,,,,,,,,,,,,,,,,,,,,,,,No
135019,India,28,Andhra Pradesh,502,Anantapur,2013,Kalyandurg-alt,14.54666667,77.11,,12,14,124,1593,4.68,,695,9,19.47,4.6,330,,,18.98,13.39,55,,115,589.7,,8.44,No
135020,India,28,Andhra Pradesh,502,Anantapur,2013,Kambalaparthi,0,0,,,,,,,,,,,,,,,,,,,,,,,No
135021,India,28,Andhra Pradesh,502,Anantapur,2013,Kambalaparthi-Dw14,0,0,,,,,,,,,,,,,,,,,,,,,,,No
135022,India,28,Andhra Pradesh,502,Anantapur,2013,Kanchisamudram-DW13,13.8,77.60833333,,,,,,,,,,,,,,,,,,,,,,,No
135023,India,28,Andhra Pradesh,502,Anantapur,2013,Kanekallu,14.8,77.08333333,,,,,,,,,,,,,,,,,,,,,,,No
135024,India,28,Andhra Pradesh,502,Anantapur,2013,Kochcheruvu,0,0,,,,,,,,,,,,,,,,,,,,,,,No
135025,India,28,Andhra Pradesh,502,Anantapur,2013,Korrapadu,14.75333333,77.71333333,,,38,43,593,0.82,,250,2,26.79,12,50,,,0,1.52,25,,205,204.9,,7.94,No
135026,India,28,Andhra Pradesh,502,Anantapur,2013,Kothapalem,13.88333333,77.13333333,,,88,167,1197,1.22,,293,20,25.64,68,110,,,,2.65,53,,325,240.2,,8.15,No
135027,India,28,Andhra Pradesh,502,Anantapur,2013,Kothulagutta,0,0,,,,,,,,,,,,,,,,,,,,,,,No
135028,India,28,Andhra Pradesh,502,Anantapur,2013,Kottacheruvu,14.18666667,77.76666667,,,,,,,,,,,,,,,,,,,,,,,No
135029,India,28,Andhra Pradesh,502,Anantapur,2013,Kundurpi-DW14,14.3,77.05,,,,,,,,,,,,,,,,,,,,,,,No
135030,India,28,Andhra Pradesh,502,Anantapur,2013,Kuntimaddi,14.31666667,77.56666667,,,,,,,,,,,,,,,,,,,,,,,No
135031,India,28,Andhra Pradesh,502,Anantapur,2013,Madakasira,13.95833333,77.23333333,,,,,,,,,,,,,,,,,,,,,,,No
135032,India,28,Andhra Pradesh,502,Anantapur,2013,Madakasira1,13.95833333,77.24166667,,,60,216,1531,0.43,,366,41,24.39,84,207,,,2,5.69,73,,250,300,,7.95,No
135033,India,28,Andhra Pradesh,502,Anantapur,2013,Malakavemula-rs,14.27,78.0575,,,46,92,1008,0.49,,293,,70.56,102,50,,,,1.08,43,,405,240.2,,7.71,No
135034,India,28,Andhra Pradesh,502,Anantapur,2013,Mamillakunta,14.16666667,77.75833333,,,62,195,1350,0.71,,171,6,35.33,176,150,,,,3.77,64,,300,140.2,,7.75,No
135035,India,28,Andhra Pradesh,502,Anantapur,2013,Mudigubba,14.35138889,78,,,,,,,,,,,,,,,,,,,,,,,No
135036,India,28,Andhra Pradesh,502,Anantapur,2013,Muthyalacherevu Poolabhavi-DW14,14.1,78.1,,,,,,,,,,,,,,,,,,,,,,,No
135037,India,28,Andhra Pradesh,502,Anantapur,2013,Nallacheruvu,13.98611111,78.18888889,,,,,,,,,,,,,,,,,,,,,,,No
135038,India,28,Andhra Pradesh,502,Anantapur,2013,Nallacheruvu 2013DW,13.98722222,78.18777778,,,42,64,972,1.08,,354,2,43.81,47,89,,,0.2,2.29,49,,285,290.2,,7.84,No
135039,India,28,Andhra Pradesh,502,Anantapur,2013,Narpala,14.71,77.81166667,,,,,,,,,,,,,,,,,,,,,,,No
135040,India,28,Andhra Pradesh,502,Anantapur,2013,Narpala (sultanpet).,14.70583333,77.82222222,,,,,,,,,,,,,,,,,,,,,,,No
135041,India,28,Andhra Pradesh,502,Anantapur,2013,Narpala(sultanpet).1,14.70583333,77.82222222,,,34,110,1084,2,,348,,59.61,33,105,,,,2.51,76,,330,285.3,,8,No
135042,India,28,Andhra Pradesh,502,Anantapur,2013,Nilakanthapuram,13.91666667,77.2,,,38,223,1205,1.9,,226,2,36.52,9.2,156,,,,4.34,68,,245,185.3,,7.87,No
135043,India,28,Andhra Pradesh,502,Anantapur,2013,Nimbigallu,14.89166667,77.20833333,,,,,,,,,,,,,,,,,,,,,,,No
135044,India,28,Andhra Pradesh,502,Anantapur,2013,N.R.Roppam-Ow-Ii-Aq-Ii,0,0,,,,,,,,,,,,,,,,,,,,,,,No
135045,India,28,Andhra Pradesh,502,Anantapur,2013,Palaram 2013DW,13.95666667,77.10833333,,,48,503,2268,0.95,,311,14,60.84,6,330,,,,7.46,122,,370,254.9,,7.73,No
135046,India,28,Andhra Pradesh,502,Anantapur,2013,Palasamudram,13.97277778,77.73138889,,24,42,312,2410,0.18,,677,220,64.48,129,280,,,9,6.33,96,,370,594.9,,8.41,No
135047,India,28,Andhra Pradesh,502,Anantapur,2013,Pargi,13.89166667,77.46166667,,,,,,,,,,,,,,,,,,,,,,,No
135048,India,28,Andhra Pradesh,502,Anantapur,2013,Patakothacheruv,15.15833333,77.51166667,,,,,,,,,,,,,,,,,,,,,,,No
135049,India,28,Andhra Pradesh,502,Anantapur,2013,Pedapalli 2013DW,14.06388889,77.77444444,,,196,482,2370,1.12,,146,4,80.71,220,150,,,,2.28,144,,821,119.7,,7.34,No
135050,India,28,Andhra Pradesh,502,Anantapur,2013,Penukonda,14.07222222,77.58166667,,,18,230,1922,1.18,,519,7,47.43,147,330,,,7.42,9.27,78,,240,425.4,,8.22,No
135051,India,28,Andhra Pradesh,502,Anantapur,2013,Penukonda-Pz,0,0,,,,,,,,,,,,,,,,,,,,,,,No
135052,India,28,Andhra Pradesh,502,Anantapur,2013,Poolakunta 2013DW,14.62666667,77.69916667,,,80,110,1324,1.65,,207,2,56.02,188,100,,,,2.1,155,,430,169.7,,7.69,No
135053,India,28,Andhra Pradesh,502,Anantapur,2013,Puttaparti-alt,14.16861111,77.81166667,,,,,,,,,,,,,,,,,,,,,,,No
135054,India,28,Andhra Pradesh,502,Anantapur,2013,Rayadurg-new,14.7,76.85,,,64,138,1093,,,195,8,9.8,93,142,,,,4.37,40,,200,159.8,,8.25,No
135055,India,28,Andhra Pradesh,502,Anantapur,2013,Rayalacheruvu,15.05138889,77.81944444,,,,,,,,,,,,,,,,,,,,,,,No
135056,India,28,Andhra Pradesh,502,Anantapur,2013,Reddipalli,14.21666667,78,,,52,238,1800,3.11,,299,19,36.53,37,270,,,,7.02,222,,280,245.1,,7.84,No
135057,India,28,Andhra Pradesh,502,Anantapur,2013,Rolla,13.85,77.1,,,30,92,938,0.8,,311,3,40.15,19,108,,,0.6,3.03,36,,240,254.9,,8,No
135058,India,28,Andhra Pradesh,502,Anantapur,2013,Talapula-PZ,14.24305556,78.2625,,,,,,,,,,,,,,,,,,,,,,,No
135059,India,28,Andhra Pradesh,502,Anantapur,2013,Tanakal,13.92083333,78.19722222,,,,,,,,,,,,,,,,,,,,,,,No
135060,India,28,Andhra Pradesh,502,Anantapur,2013,Tanakal1,13.92083333,78.1875,,,140,397,2295,1.48,,232,15,85.51,152,210,,,,3.45,274,,701,190.2,,7.65,No
135061,India,28,Andhra Pradesh,502,Anantapur,2013,Tanakal (alt),13.92083333,78.1875,,,,,,,,,,,,,,,,,,,,,,,No
135062,India,28,Andhra Pradesh,502,Anantapur,2013,Tangdikunta-DW13,14.00833333,78.025,,,,,,,,,,,,,,,,,,,,,,,No
135063,India,28,Andhra Pradesh,502,Anantapur,2013,Uravakonda-DW14,14.96666667,77.25416667,,,,,,,,,,,,,,,,,,,,,,,No
135064,India,28,Andhra Pradesh,502,Anantapur,2013,Vajrakarur,15.00833333,77.41666667,,,136,117,1776,0.74,,366,1,56.09,110,165,,,,3.01,354,,570,300,,7.75,No
135065,India,28,Andhra Pradesh,502,Anantapur,2013,Waddipalli,14.67166667,77.45833333,,,40,277,2057,1.41,,592,33,55.97,80,325,,,6.2,7.78,120,,330,485.3,,7.94,No
135066,India,28,Andhra Pradesh,502,Anantapur,2013,Wadiyampeta,14.75277778,77.60277778,,,,,,,,,,,,,,,,,,,,,,,No
135067,India,28,Andhra Pradesh,502,Anantapur,2014,Adivi Brahmanapalli,14.35333333,78.0375,,,40,121,1640,2.02,,512,3,77.85,233,182,,,-0.02,3.86,41,,420,419.67,,7,No
135068,India,28,Andhra Pradesh,502,Anantapur,2014,Alampur,14.19166667,78.16388889,,,48,199,1490,3.17,,476,5,49.9,12,190,,,2.6,4.58,63,,325,390.16,,7.62,No
135069,India,28,Andhra Pradesh,502,Anantapur,2014,Amidala,14.84166667,77.25,,,168,418,2250,0.49,,244,3,65.85,10,198,,,-19.6,3.28,312,,690,200,,7.81,No
135070,India,28,Andhra Pradesh,502,Anantapur,2014,Anantapur-alt-1,14.675,77.60833333,,,,,,,,,,,,,,,,,,,,,,,No
135071,India,28,Andhra Pradesh,502,Anantapur,2014,Batrepally 2013DW,14.25083333,78.18027778,,,116,333,2200,0.71,,488,11,85.24,160,205,,,-9.6,3.52,97,,640,400,,7.26,No
135072,India,28,Andhra Pradesh,502,Anantapur,2014,Bontula Dinne,14.84166667,78.09333333,,,,,,,,,,,,,,,,,,,,,,,No
135073,India,28,Andhra Pradesh,502,Anantapur,2014,Bontula Dinne1,14.84166667,78.09333333,,,196,454,2570,0.42,,220,28,70.75,294,216,,,-23.98,3.36,217,,780,180.33,,7.34,No
135074,India,28,Andhra Pradesh,502,Anantapur,2014,Budipalli,13.96666667,77.16666667,,,94,195,1690,1.18,,659,150,43.88,34,110,,,5,2.35,2.8,,415,540.16,,7.83,No
135075,India,28,Andhra Pradesh,502,Anantapur,2014,Chilkamattur,13.85,77.73333333,,,,,,,,,,,,,,,,,,,,,,,No
135076,India,28,Andhra Pradesh,502,Anantapur,2014,Chilkamattur1,13.85,77.73333333,,,,,,,,,,,,,,,,,,,,,,,No
135077,India,28,Andhra Pradesh,502,Anantapur,2014,D.cheruvu,14.07916667,78.35555556,,,74,78,1000,1.5,,439,9,38.99,36,66,,,0.6,1.55,0.9,,345,359.84,,8.04,No
135078,India,28,Andhra Pradesh,502,Anantapur,2014,Dharmavaram,14.41166667,77.72,,,74,227,1680,0.96,,494,5,45.07,81,213,,,1.4,4.82,48,,370,404.92,,7.74,No
135079,India,28,Andhra Pradesh,502,Anantapur,2014,Gooty-alt,15.11666667,77.64305556,,,,,,,,,,,,,,,,,,,,,,,No
135080,India,28,Andhra Pradesh,502,Anantapur,2014,Gorantla,13.98333333,77.76666667,,,,,,,,,,,,,,,,,,,,,,,No
135081,India,28,Andhra Pradesh,502,Anantapur,2014,Govinavaripalli,13.975,77.87777778,,,34,16,560,1.62,,296,2,13.41,13,63,,,4.1,2.32,3.9,,140,242.62,,8.08,No
135082,India,28,Andhra Pradesh,502,Anantapur,2014,Gundlapally,14.70444444,77.05638889,,,,,,,,,,,,,,,,,,,,,,,No
135083,India,28,Andhra Pradesh,502,Anantapur,2014,Guntakal,15.16805556,77.37638889,,,,,,,,,,,,,,,,,,,,,,,No
135084,India,28,Andhra Pradesh,502,Anantapur,2014,Guntakal1,15.16805556,77.37638889,,,,,,,,,,,,,,,,,,,,,,,No
135085,India,28,Andhra Pradesh,502,Anantapur,2014,Guntakal2,15.16805556,77.37638889,,,116,425,3300,0.27,,464,450,75.51,478,219,,,-8.78,3.89,272,,600,380.33,,7.67,No
135086,India,28,Andhra Pradesh,502,Anantapur,2014,Ingaluru,14.04722222,78.03888889,,,72,291,2340,0.44,,610,260,56.01,134,197,,,3.6,4.23,146,,410,500,,7.88,No
135087,India,28,Andhra Pradesh,502,Anantapur,2014,Kadiri - Pz,0,0,,,,,,,,,,,,,,,,,,,,,,,No
135088,India,28,Andhra Pradesh,502,Anantapur,2014,Kalyandurg,14.54666667,77.11,,,,,,,,,,,,,,,,,,,,,,,No
135089,India,28,Andhra Pradesh,502,Anantapur,2014,Kalyandurg-alt,14.54666667,77.11,,,30,103,1390,4.03,,647,1,32.86,19,222,,,12.8,6.66,4.2,,210,530.33,,8.02,No
135090,India,28,Andhra Pradesh,502,Anantapur,2014,Kambalaparthi,0,0,,,,,,,,,,,,,,,,,,,,,,,No
135091,India,28,Andhra Pradesh,502,Anantapur,2014,Kambalaparthi-Dw14,0,0,,,,,,,,,,,,,,,,,,,,,,,No
135092,India,28,Andhra Pradesh,502,Anantapur,2014,Kanchisamudram-DW13,13.8,77.60833333,,,156,333,2230,1,,305,13,51.25,268,229,,,-14,4.07,171,,600,250,,7.24,No
135093,India,28,Andhra Pradesh,502,Anantapur,2014,Kanekallu,14.8,77.08333333,,,,,,,,,,,,,,,,,,,,,,,No
135094,India,28,Andhra Pradesh,502,Anantapur,2014,Kochcheruvu,0,0,,,,,,,,,,,,,,,,,,,,,,,No
135095,India,28,Andhra Pradesh,502,Anantapur,2014,Korrapadu,14.75333333,77.71333333,,126,36,85,1050,0.89,,122,79,34.08,11,89,,,3.2,2.55,82,,230,310,,8.44,No
135096,India,28,Andhra Pradesh,502,Anantapur,2014,Kothapalem,13.88333333,77.13333333,,,104,195,1400,0.98,,336,48,35.38,121,107,,,-5.18,2.31,50,,405,275.41,,7.46,No
135097,India,28,Andhra Pradesh,502,Anantapur,2014,Kothulagutta,0,0,,,,,,,,,,,,,,,,,,,,,,,No
135098,India,28,Andhra Pradesh,502,Anantapur,2014,Kottacheruvu,14.18666667,77.76666667,,,,,,,,,,,,,,,,,,,,,,,No
135099,India,28,Andhra Pradesh,502,Anantapur,2014,Kundurpi-DW14,14.3,77.05,,,,,,,,,,,,,,,,,,,,,,,No
135100,India,28,Andhra Pradesh,502,Anantapur,2014,Kuntimaddi,14.31666667,77.56666667,,,,,,,,,,,,,,,,,,,,,,,No
135101,India,28,Andhra Pradesh,502,Anantapur,2014,Madakasira,13.95833333,77.23333333,,,,,,,,,,,,,,,,,,,,,,,No
135102,India,28,Andhra Pradesh,502,Anantapur,2014,Madakasira1,13.95833333,77.24166667,,,94,220,1600,0.44,,403,40,26.86,149,186,,,-0.58,4.36,38,,345,330.33,,8.02,No
135103,India,28,Andhra Pradesh,502,Anantapur,2014,Malakavemula-rs,14.27,78.0575,,,84,131,1270,1.15,,519,2,63.32,25,75,,,-1.78,1.5,4.1,,470,425.41,,7.74,No
135104,India,28,Andhra Pradesh,502,Anantapur,2014,Mamillakunta,14.16666667,77.75833333,,,120,284,2110,0.61,,268,8,60.93,356,227,,,-13.22,4.21,142,,550,219.67,,7.24,No
135105,India,28,Andhra Pradesh,502,Anantapur,2014,Mudigubba,14.35138889,78,,,,,,,,,,,,,,,,,,,,,,,No
135106,India,28,Andhra Pradesh,502,Anantapur,2014,Muthyalacherevu Poolabhavi-DW14,14.1,78.1,,,,,,,,,,,,,,,,,,,,,,,No
135107,India,28,Andhra Pradesh,502,Anantapur,2014,Nallacheruvu,13.98611111,78.18888889,,,,,,,,,,,,,,,,,,,,,,,No
135108,India,28,Andhra Pradesh,502,Anantapur,2014,Nallacheruvu 2013DW,13.98722222,78.18777778,,,29,41,720,1.91,,247,2,26.17,58,82,,,0.9,2.66,51,,180,202.46,,7.92,No
135109,India,28,Andhra Pradesh,502,Anantapur,2014,Narpala,14.71,77.81166667,,,,,,,,,,,,,,,,,,,,,,,No
135110,India,28,Andhra Pradesh,502,Anantapur,2014,Narpala (sultanpet).,14.70583333,77.82222222,,,,,,,,,,,,,,,,,,,,,,,No
135111,India,28,Andhra Pradesh,502,Anantapur,2014,Narpala(sultanpet).1,14.70583333,77.82222222,,,72,269,1910,1.7,,494,25,86.4,102,178,,,-5.2,3.35,84,,535,404.92,,7.45,No
135112,India,28,Andhra Pradesh,502,Anantapur,2014,Nilakanthapuram,13.91666667,77.2,,,24,277,1300,1.68,,201,5,38.93,6,195,,,-2.22,5.72,86,,220,164.75,,7.94,No
135113,India,28,Andhra Pradesh,502,Anantapur,2014,Nimbigallu,14.89166667,77.20833333,,,,,,,,,,,,,,,,,,,,,,,No
135114,India,28,Andhra Pradesh,502,Anantapur,2014,N.R.Roppam-Ow-Ii-Aq-Ii,0,0,,,,,,,,,,,,,,,,,,,,,,,No
135115,India,28,Andhra Pradesh,502,Anantapur,2014,Palaram 2013DW,13.95666667,77.10833333,,,,,,,,,,,,,,,,,,,,,,,No
135116,India,28,Andhra Pradesh,502,Anantapur,2014,Palasamudram,13.97277778,77.73138889,,,88,291,2110,0.38,,488,200,34.15,155,202,,,1.6,4.63,115,,360,400,,7.98,No
135117,India,28,Andhra Pradesh,502,Anantapur,2014,Pargi,13.89166667,77.46166667,,,,,,,,,,,,,,,,,,,,,,,No
135118,India,28,Andhra Pradesh,502,Anantapur,2014,Patakothacheruv,15.15833333,77.51166667,,,,,,,,,,,,,,,,,,,,,,,No
135119,India,28,Andhra Pradesh,502,Anantapur,2014,Pedapalli 2013DW,14.06388889,77.77444444,,,136,475,4130,0.05,,769,650,68.24,590,283,,,0.4,4.94,277,,620,630.33,,8.02,No
135120,India,28,Andhra Pradesh,502,Anantapur,2014,Penukonda,14.07222222,77.58166667,,120,16,340,2330,0.91,,98,11,72.96,169,373,,,-2.38,8.8,256,,340,280.33,,8.57,No
135121,India,28,Andhra Pradesh,502,Anantapur,2014,Penukonda-Pz,0,0,,,,,,,,,,,,,,,,,,,,,,,No
135122,India,28,Andhra Pradesh,502,Anantapur,2014,Poolakunta 2013DW,14.62666667,77.69916667,,,54,106,1040,1.9,,354,4,28.03,18,122,,,1.6,3.36,62,,250,290.16,,7.92,No
135123,India,28,Andhra Pradesh,502,Anantapur,2014,Puttaparti-alt,14.16861111,77.81166667,,,,,,,,,,,,,,,,,,,,,,,No
135124,India,28,Andhra Pradesh,502,Anantapur,2014,Rayadurg-new,14.7,76.85,,,80,152,1160,0.33,,262,8,19.55,134,133,,,-2.62,3.46,40,,280,214.75,,8.09,No
135125,India,28,Andhra Pradesh,502,Anantapur,2014,Rayalacheruvu,15.05138889,77.81944444,,,,,,,,,,,,,,,,,,,,,,,No
135126,India,28,Andhra Pradesh,502,Anantapur,2014,Reddipalli,14.21666667,78,,,32,539,5370,0.42,,927,600,31.65,393,786,,,21.98,23.59,811,,210,759.84,,8.19,No
135127,India,28,Andhra Pradesh,502,Anantapur,2014,Rolla,13.85,77.1,,,48,113,1030,0.72,,397,4,45.04,31,94,,,0.82,2.34,4.6,,305,325.41,,7.59,No
135128,India,28,Andhra Pradesh,502,Anantapur,2014,Talapula-PZ,14.24305556,78.2625,,,,,,,,,,,,,,,,,,,,,,,No
135129,India,28,Andhra Pradesh,502,Anantapur,2014,Tanakal,13.92083333,78.19722222,,,,,,,,,,,,,,,,,,,,,,,No
135130,India,28,Andhra Pradesh,502,Anantapur,2014,Tanakal1,13.92083333,78.1875,,,,,,,,,,,,,,,,,,,,,,,No
135131,India,28,Andhra Pradesh,502,Anantapur,2014,Tanakal (alt),13.92083333,78.1875,,,,,,,,,,,,,,,,,,,,,,,No
135132,India,28,Andhra Pradesh,502,Anantapur,2014,Tangdikunta-DW13,14.00833333,78.025,,,,,,,,,,,,,,,,,,,,,,,No
135133,India,28,Andhra Pradesh,502,Anantapur,2014,Uravakonda-DW14,14.96666667,77.25416667,,,,,,,,,,,,,,,,,,,,,,,No
135134,India,28,Andhra Pradesh,502,Anantapur,2014,Vajrakarur,15.00833333,77.41666667,,,124,113,1770,0.76,,244,4,59.72,104,149,,,-14.2,2.75,422,,555,200,,7.47,No
135135,India,28,Andhra Pradesh,502,Anantapur,2014,Waddipalli,14.67166667,77.45833333,,,144,801,4500,0.89,,610,67,194.68,445,462,,,-26.4,5.9,250,,1160,500,,7.7,No
135136,India,28,Andhra Pradesh,502,Anantapur,2014,Wadiyampeta,14.75277778,77.60277778,,,,,,,,,,,,,,,,,,,,,,,No
135137,India,28,Andhra Pradesh,502,Anantapur,2015,Adivi Brahmanapalli,14.35333333,78.0375,,0,132,312,2620,2,0.04,683,4,114.43,296,231,,,-9.62,3.55,68,,800,559.84,,7.46,No
135138,India,28,Andhra Pradesh,502,Anantapur,2015,Alampur,14.19166667,78.16388889,,0,72,145,1470,5.12,0.05,628,3,31.69,1.9,193,,,8.18,4.77,13,,310,514.75,,7.68,No
135139,India,28,Andhra Pradesh,502,Anantapur,2015,Amidala,14.84166667,77.25,,0,268,369,3060,0.19,0.04,634,220,17.35,353,233,,,-8.82,3.73,197,,740,519.67,,7.31,No
135140,India,28,Andhra Pradesh,502,Anantapur,2015,Anantapur-alt-1,14.675,77.60833333,,,,,,,,,,,,,,,,,,,,,,,No
135141,India,28,Andhra Pradesh,502,Anantapur,2015,Batrepally 2013DW,14.25083333,78.18027778,,,,,,,,,,,,,,,,,,,,,,,No
135142,India,28,Andhra Pradesh,502,Anantapur,2015,Bontula Dinne,14.84166667,78.09333333,,,,,,,,,,,,,,,,,,,,,,,No
135143,India,28,Andhra Pradesh,502,Anantapur,2015,Bontula Dinne1,14.84166667,78.09333333,,,,,,,,,,,,,,,,,,,,,,,No
135144,India,28,Andhra Pradesh,502,Anantapur,2015,Budipalli,13.96666667,77.16666667,,0,82,181,1510,1.85,0.34,586,120,39,19,109,,,4.6,2.48,4.7,,365,480.33,,7.18,No
135145,India,28,Andhra Pradesh,502,Anantapur,2015,Chilkamattur,13.85,77.73333333,,,,,,,,,,,,,,,,,,,,,,,No
135146,India,28,Andhra Pradesh,502,Anantapur,2015,Chilkamattur1,13.85,77.73333333,,,,,,,,,,,,,,,,,,,,,,,No
135147,India,28,Andhra Pradesh,502,Anantapur,2015,D.cheruvu,14.07916667,78.35555556,,,,,,,,,,,,,,,,,,,,,,,No
135148,India,28,Andhra Pradesh,502,Anantapur,2015,Dharmavaram,14.41166667,77.72,,0,192,333,2320,0.85,0.05,525,6,44,194,225,,,-9.2,3.81,99,,660,430.33,,7.27,No
135149,India,28,Andhra Pradesh,502,Anantapur,2015,Gooty-alt,15.11666667,77.64305556,,0,104,234,1850,0.05,0.04,708,130,51.18,17,132,,,4.4,2.65,1.3,,470,580.33,,7.41,No
135150,India,28,Andhra Pradesh,502,Anantapur,2015,Gorantla,13.98333333,77.76666667,,,,,,,,,,,,,,,,,,,,,,,No
135151,India,28,Andhra Pradesh,502,Anantapur,2015,Govinavaripalli,13.975,77.87777778,,,,,,,,,,,,,,,,,,,,,,,No
135152,India,28,Andhra Pradesh,502,Anantapur,2015,Gundlapally,14.70444444,77.05638889,,,,,,,,,,,,,,,,,,,,,,,No
135153,India,28,Andhra Pradesh,502,Anantapur,2015,Guntakal,15.16805556,77.37638889,,,,,,,,,,,,,,,,,,,,,,,No
135154,India,28,Andhra Pradesh,502,Anantapur,2015,Guntakal1,15.16805556,77.37638889,,,,,,,,,,,,,,,,,,,,,,,No
135155,India,28,Andhra Pradesh,502,Anantapur,2015,Guntakal2,15.16805556,77.37638889,,0,120,319,2730,0.36,0.06,610,260,82.81,226,180,,,-5.6,3.1,222,,640,500,,7.55,No
135156,India,28,Andhra Pradesh,502,Anantapur,2015,Ingaluru,14.04722222,78.03888889,,0,92,291,2470,0.44,0.04,805,280,56.03,46,191,,,7.98,3.87,123,,460,659.84,,7.49,No
135157,India,28,Andhra Pradesh,502,Anantapur,2015,Kadiri - Pz,0,0,,,,,,,,,,,,,,,,,,,,,,,No
135158,India,28,Andhra Pradesh,502,Anantapur,2015,Kalyandurg,14.54666667,77.11,,,,,,,,,,,,,,,,,,,,,,,No
135159,India,28,Andhra Pradesh,502,Anantapur,2015,Kalyandurg-alt,14.54666667,77.11,,0,32,131,1610,4.54,0.09,720,8,29.21,7.4,272,,,15.6,8.37,23,,200,590.16,,7.68,No
135160,India,28,Andhra Pradesh,502,Anantapur,2015,Kambalaparthi,0,0,,,,,,,,,,,,,,,,,,,,,,,No
135161,India,28,Andhra Pradesh,502,Anantapur,2015,Kambalaparthi-Dw14,0,0,,,,,,,,,,,,,,,,,,,,,,,No
135162,India,28,Andhra Pradesh,502,Anantapur,2015,Kanchisamudram-DW13,13.8,77.60833333,,0,112,411,3780,0.05,0.04,830,600,65.78,449,263,,,5.2,4.88,256,,550,680.33,,7.49,No
135163,India,28,Andhra Pradesh,502,Anantapur,2015,Kanekallu,14.8,77.08333333,,,,,,,,,,,,,,,,,,,,,,,No
135164,India,28,Andhra Pradesh,502,Anantapur,2015,Kochcheruvu,0,0,,,,,,,,,,,,,,,,,,,,,,,No
135165,India,28,Andhra Pradesh,502,Anantapur,2015,Korrapadu,14.75333333,77.71333333,,0,86,128,1560,0.9,,702,97,42.65,25,122,,,7.42,2.69,4.8,,390,575.41,,7.63,No
135166,India,28,Andhra Pradesh,502,Anantapur,2015,Kothapalem,13.88333333,77.13333333,,0,88,124,1140,0.82,0.04,336,59,29.28,101,71,,,-2.58,1.68,37,,340,275.41,,7.33,No
135167,India,28,Andhra Pradesh,502,Anantapur,2015,Kothulagutta,0,0,,,,,,,,,,,,,,,,,,,,,,,No
135168,India,28,Andhra Pradesh,502,Anantapur,2015,Kottacheruvu,14.18666667,77.76666667,,,,,,,,,,,,,,,,,,,,,,,No
135169,India,28,Andhra Pradesh,502,Anantapur,2015,Kundurpi-DW14,14.3,77.05,,0,132,390,3180,1.06,,854,400,56.08,236,238,,,5.6,4.37,143,,560,700,,7.83,No
135170,India,28,Andhra Pradesh,502,Anantapur,2015,Kuntimaddi,14.31666667,77.56666667,,,,,,,,,,,,,,,,,,,,,,,No
135171,India,28,Andhra Pradesh,502,Anantapur,2015,Madakasira,13.95833333,77.23333333,,,,,,,,,,,,,,,,,,,,,,,No
135172,India,28,Andhra Pradesh,502,Anantapur,2015,Madakasira1,13.95833333,77.24166667,,0,100,259,1820,0.57,0.09,500,44,29.3,101,222,,,1.58,5.02,51,,370,409.84,,7.25,No
135173,India,28,Andhra Pradesh,502,Anantapur,2015,Malakavemula-rs,14.27,78.0575,,0,108,269,2080,1.71,0.04,439,1,119.27,251,128,,,-16.02,2.02,94,,760,359.84,,7.53,No
135174,India,28,Andhra Pradesh,502,Anantapur,2015,Mamillakunta,14.16666667,77.75833333,,,,,,,,,,,,,,,,,,,,,,,No
135175,India,28,Andhra Pradesh,502,Anantapur,2015,Mudigubba,14.35138889,78,,,,,,,,,,,,,,,,,,,,,,,No
135176,India,28,Andhra Pradesh,502,Anantapur,2015,Muthyalacherevu Poolabhavi-DW14,14.1,78.1,,0,16,14,180,0.2,,79,5,5.61,6.6,10,,,0.06,0.55,9.3,,63,64.75,,6.87,No
135177,India,28,Andhra Pradesh,502,Anantapur,2015,Nallacheruvu,13.98611111,78.18888889,,,,,,,,,,,,,,,,,,,,,,,No
